tool_name	annotation_type	TP	FP	FN	TN	precision	recall	f1_score	deepseek_total	deepseek_retained_in_consensus	deepseek_not_retained	mixed_annotations_count	TP_annotations	FP_annotations	FN_annotations	deepseek_retained_annotations	deepseek_not_retained_annotations	mixed_annotations
CONCOCT	input format	2	1	0	0	0.67	1.0	0.8	3	2	1	0	['fasta', 'tsv']	['csv']	[]	['fasta', 'tsv']	['csv']	[]
CONCOCT	output format	1	1	1	0	0.5	0.5	0.5	2	1	1	0	['tsv']	['csv']	['fasta']	['tsv']	['csv']	[]
Anvi’o	topic	1	4	2	0	0.2	0.33	0.25	5	1	4	0	['metagenomics']	['functional annotation', 'genome binning', 'taxonomic profiling', 'visualization']	['comparative genomics', 'functional genomics']	['metagenomics']	['functional annotation', 'genome binning', 'taxonomic profiling', 'visualization']	[]
Anvi’o	operation	7	5	2	0	0.58	0.78	0.67	7	2	5	5	['annotation edition', 'assembly', 'binning refinement', 'genomic refining', 'interactive edition', 'interactive visualization', 'workflow']	['binning', 'contig profiling', 'gene calling', 'read recruitment', 'workflow management']	['functional annotation', 'taxonomic profiling']	['assembly', 'interactive visualization']	['binning', 'contig profiling', 'gene calling', 'read recruitment', 'workflow management']	['annotation edition', 'binning refinement', 'genomic refining', 'interactive edition', 'workflow']
Anvi’o	input data	1	2	4	0	0.33	0.2	0.25	3	1	2	0	['contigs']	['aligned reads', 'raw sequencing reads']	['functional annotations', 'raw sequence', 'sequence abundance profile', 'taxonomic profiles']	['contigs']	['aligned reads', 'raw sequencing reads']	[]
Anvi’o	output data	4	4	3	0	0.5	0.57	0.53	5	1	4	3	['image', 'phylogenetic tree', 'tree', 'visualizations']	['contigs database', 'genomic bins', 'profile database', 'reports']	['annotated contigs', 'bins', 'metabolic profiles']	['visualizations']	['contigs database', 'genomic bins', 'profile database', 'reports']	['image', 'phylogenetic tree', 'tree']
Anvi’o	input format	3	0	2	0	1.0	0.6	0.75	3	3	0	0	['bam', 'fasta', 'fastq']	[]	['json', 'tsv']	['bam', 'fasta', 'fastq']	[]	[]
Anvi’o	output format	5	1	3	0	0.83	0.62	0.71	3	2	1	3	['fasta', 'html', 'jpeg', 'png', 'svg']	"[""anvi'o databases""]"	['json', 'newick', 'tsv']	['fasta', 'html']	"[""anvi'o databases""]"	['jpeg', 'png', 'svg']
mOTUs	topic	3	3	2	0	0.5	0.6	0.55	5	2	3	1	['metagenomics', 'phylogeny', 'taxonomic profiling']	['marker gene analysis', 'metatranscriptomics', 'species-level quantification']	['sequence analysis', 'sequencing']	['metagenomics', 'taxonomic profiling']	['marker gene analysis', 'metatranscriptomics', 'species-level quantification']	['phylogeny']
mOTUs	operation	0	4	5	0	0.0	0.0	0.0	4	0	4	0	[]	['abundance estimation', 'clustering-based species delineation', 'mapping to marker genes', 'profile merging']	['abundance profiling', 'activity profiling', 'taxonomic annotation', 'visualization', 'workflow']	[]	['abundance estimation', 'clustering-based species delineation', 'mapping to marker genes', 'profile merging']	[]
mOTUs	input data	0	2	1	0	0.0	0.0	0.0	2	0	2	0	[]	['processed profile files', 'raw sequencing reads']	['sequencing reads']	[]	['processed profile files', 'raw sequencing reads']	[]
mOTUs	output data	0	2	2	0	0.0	0.0	0.0	2	0	2	0	[]	['relative abundance table', 'taxonomic abundance profile']	['abundance table', 'taxonomic annotation']	[]	['relative abundance table', 'taxonomic abundance profile']	[]
mOTUs	input format	1	1	0	0	0.5	1.0	0.67	2	1	1	0	['fastq']	['fasta']	[]	['fastq']	['fasta']	[]
mOTUs	output format	2	3	0	0	0.4	1.0	0.57	3	0	3	2	['bam', 'tsv']	['biom format', 'cami-compatible format', 'tab-delimited text']	[]	[]	['biom format', 'cami-compatible format', 'tab-delimited text']	['bam', 'tsv']
MEGAHIT	topic	2	2	4	0	0.5	0.33	0.4	4	2	2	0	['de novo assembly', 'metagenomics']	['genome assembly', 'succinct de bruijn graph']	['sequence analysis', 'sequence assembly', 'sequencing', 'short reads']	['de novo assembly', 'metagenomics']	['genome assembly', 'succinct de bruijn graph']	[]
MEGAHIT	operation	0	3	3	0	0.0	0.0	0.0	3	0	3	0	[]	['assembly', 'iterative contig construction', 'k-mer based graph construction']	['bruijn graph', 'genome assemby', 'metagenomic assembly']	[]	['assembly', 'iterative contig construction', 'k-mer based graph construction']	[]
MEGAHIT	input data	1	0	0	0	1.0	1.0	1.0	1	1	0	0	['sequencing reads']	[]	[]	['sequencing reads']	[]	[]
MEGAHIT	output data	0	1	1	0	0.0	0.0	0.0	1	0	1	0	[]	['assembled contigs']	['contigs']	[]	['assembled contigs']	[]
MEGAHIT	input format	2	0	0	0	1.0	1.0	1.0	2	2	0	0	['fasta', 'fastq']	[]	[]	['fasta', 'fastq']	[]	[]
MEGAHIT	output format	1	0	0	0	1.0	1.0	1.0	1	1	0	0	['fasta']	[]	[]	['fasta']	[]	[]
checkM2	topic	1	3	3	0	0.25	0.25	0.25	4	1	3	0	['metagenomics']	['binning evaluation', 'completeness and contamination estimation', 'genome quality assessment']	['sequence analysis', 'sequencing', 'taxonomic annotation']	['metagenomics']	['binning evaluation', 'completeness and contamination estimation', 'genome quality assessment']	[]
checkM2	operation	2	5	3	0	0.29	0.4	0.34	5	0	5	2	['genome completness', 'genome contamination']	['gene annotation', 'machine learning prediction (gradient boost', 'model selection based on taxonomic novelty', 'neural network)', 'protein similarity search']	['genome annotation', 'genome quality', 'taxonomic annotation']	[]	['gene annotation', 'machine learning prediction (gradient boost', 'model selection based on taxonomic novelty', 'neural network)', 'protein similarity search']	['genome completness', 'genome contamination']
checkM2	input data	0	4	1	0	0.0	0.0	0.0	4	0	4	0	[]	['isolate genomes', 'metagenome-assembled genomes (mags)', 'pre-computed protein gene files', 'single-amplified genomes (sags)']	['contigs']	[]	['isolate genomes', 'metagenome-assembled genomes (mags)', 'pre-computed protein gene files', 'single-amplified genomes (sags)']	[]
checkM2	output data	2	2	0	0	0.5	1.0	0.67	2	0	2	2	['quality annotation', 'taxonomic annotation']	['contamination)', 'genome quality metrics (completeness']	[]	[]	['contamination)', 'genome quality metrics (completeness']	['quality annotation', 'taxonomic annotation']
checkM2	input format	1	2	0	0	0.33	1.0	0.5	3	1	2	0	['fasta']	['gzipped fasta', 'protein files']	[]	['fasta']	['gzipped fasta', 'protein files']	[]
checkM2	output format	1	2	0	0	0.33	1.0	0.5	3	1	2	0	['tsv']	['standard output (stdout)', 'tab-delimited report']	[]	['tsv']	['standard output (stdout)', 'tab-delimited report']	[]
MetaBAT2	topic	1	2	3	0	0.33	0.25	0.28	3	1	2	0	['metagenomics']	['clustering', 'genome binning']	['genome reconstruction', 'sequence analysis', 'sequencing']	['metagenomics']	['clustering', 'genome binning']	[]
MetaBAT2	operation	2	2	0	0	0.5	1.0	0.67	4	2	2	0	['abundance and composition integration', 'binning']	['adaptive binning algorithm', 'graph-based clustering']	[]	['abundance and composition integration', 'binning']	['adaptive binning algorithm', 'graph-based clustering']	[]
MetaBAT2	input data	2	1	1	0	0.67	0.67	0.67	3	2	1	0	['contigs', 'tetranucleotide frequencies']	['coverage data across multiple samples']	['coverage profiles']	['contigs', 'tetranucleotide frequencies']	['coverage data across multiple samples']	[]
MetaBAT2	output data	0	2	4	0	0.0	0.0	0.0	2	0	2	0	[]	['genomic bins', 'metagenome-assembled genomes']	['abundance profiling', 'bins', 'co-abundance', 'metagenome assembled genomes mags']	[]	['genomic bins', 'metagenome-assembled genomes']	[]
MetaBAT2	input format	2	0	1	0	1.0	0.67	0.8	2	2	0	0	['bam', 'fasta']	[]	['tsv']	['bam', 'fasta']	[]	[]
MetaBAT2	output format	1	0	1	0	1.0	0.5	0.67	1	1	0	0	['fasta']	[]	['tsv']	['fasta']	[]	[]
