tool_name	annotation_type	TP	FP	FN	TN	precision	recall	f1_score	TP_annotations	FP_annotations	FN_annotations
COBRApy	input data	5	0	1	0	1.0	0.83	0.91	['constraints (e.g.reaction bounds)', 'genes)', 'metabolic models (reactions', 'metabolites', 'objective functions (e.g.biomass production)']	[]	['metabolic network/model or nothing if created from scratch']
COBRApy	output data	4	2	1	0	0.67	0.8	0.73	['flux distributions', 'metabolic model', 'metabolic network', 'optimization results']	['model annotations', 'optimization results (e.g.growth rates)']	['results of simulations']
COBRApy	input format	3	0	1	0	1.0	0.75	0.86	['json', 'matlab', 'sbml']	[]	['yaml']
COBRApy	output format	1	2	3	0	0.33	0.25	0.28	['sbml']	['python objects', 'text-based reports (egcsv tsv)']	['json', 'matlab', 'yaml']
GSEA	topic	5	2	1	0	0.71	0.83	0.77	['enrichment analysis', 'functional genomics', 'molecular signatures', 'pathway analysis', 'systems biology']	['phenotype association', 'transcriptomics']	['functional annotation']
GSEA	operation	6	3	2	0	0.67	0.75	0.71	['gene set scoring', 'multi-omics integration', 'rank-based enrichment', 'single-sample variant', 'statistical permutation', 'visualization']	['normalization', 'single-sample variant (ssgsea)', 'visualization (e.g.enrichment plots)']	['functional enrichment analysis', 'gene set enrichment analysis']
GSEA	input data	2	3	1	0	0.4	0.67	0.5	['gene expression matrix', 'gene sets']	['gene sets (e.g.pathways', 'go terms)', 'phenotype labels']	['ranked list genes/proteins (with weights) and annotations data (cellular functions/biological processes)']
GSEA	output data	4	0	3	0	1.0	0.57	0.73	['enrichment scores', 'false discovery rates (fdr)', 'normalized enrichment plots', 'ranked gene lists']	[]	['annotation p values', 'graph', 'pictures']
GSEA	input format	3	1	3	0	0.75	0.5	0.6	['cls (phenotypes)', 'gct (expression data)', 'gmx']	['gmx/gmt (gene sets)']	['gmt', 'gst', 'txt (tabular)']
GSEA	output format	4	0	4	0	1.0	0.5	0.67	['excel files', 'html reports', 'pdf plots', 'txt/tsv (results)']	[]	['csv (tabular)', 'fi', 'png jpeg', 'svg']
Fluxer	topic	3	2	2	0	0.6	0.6	0.6	['biochemistry education', 'metabolic flux analysis', 'pathway visualization']	['enzyme kinetics', 'reaction networks']	['metabolic modeling', 'systems biology']
Fluxer	operation	4	1	3	0	0.8	0.57	0.67	['customizable layout creation', 'flux diagram rendering', 'interactive visualization', 'pathway mapping']	['metabolic context overlay']	['flux balance analysis (fba)', 'metabolic model simulation', 'metabolic model visualisation']
Fluxer	input data	0	3	1	0	0.0	0.0	0.0	[]	['flux values', 'metabolic pathways', 'reaction lists']	['a metabolic model']
Fluxer	output data	3	0	3	0	1.0	0.5	0.67	['annotated flux maps', 'biochemical pathway diagrams', 'visualizations']	[]	['metabolic model', 'networks', 'pictures']
Fluxer	input format	1	1	0	0	0.5	1.0	0.67	['sbml']	['csv/tsv (flux data)']	[]
Fluxer	output format	3	0	2	0	1.0	0.6	0.75	['pdf', 'png', 'svg']	[]	['graphml', 'sbml']
SNF	topic	3	2	3	0	0.6	0.5	0.55	['clustering', 'disease subtyping', 'patient stratification']	['multi-omics integration', 'precision medicine']	['multiomics data integration', 'network analysis', 'network integration']
SNF	operation	4	3	3	0	0.57	0.57	0.57	['consensus network building', 'kernel-based integration', 'similarity matrices creation', 'similarity networks creation']	['affinity matrix construction', 'similarity network fusion', 'spectral clustering']	['clustering', 'fused sample network creation', 'networks fusion']
SNF	input data	3	0	2	0	1.0	0.6	0.75	['methylation', 'mirna)', 'multi-omics profiles (e.g.mrna']	[]	['clinical data', 'omics']
SNF	output data	3	0	1	0	1.0	0.75	0.86	['fused networks', 'patient clusters', 'similarity matrices']	[]	['fused similarity matrix']
SNF	input format	3	0	0	0	1.0	1.0	1.0	['csv', 'matrix', 'tsv']	[]	[]
SNF	output format	3	0	1	0	1.0	0.75	0.86	['csv', 'graph files', 'tsv']	[]	['matrix']
MOFA2	topic	2	3	2	0	0.4	0.5	0.44	['dimensionality reduction', 'factor analysis']	['multi-omics integration', 'personalized medicine', 'single-cell omics']	['joint dimension reduction', 'multi-omics data integration']
MOFA2	operation	0	6	6	0	0.0	0.0	0.0	[]	['dimensionality reduction', 'factor analysis', 'latent variable modeling', 'missing data handling', 'sparse learning', 'variational inference']	['bayesian inference', 'feature weights inspection', 'joint matrix factorisation', 'matrix factorization', 'reduction dimension', 'variance decomposition']
MOFA2	input data	0	4	2	0	0.0	0.0	0.0	[]	['dna methylation', 'drug responses)', 'multi-omics data (e.g.mutations', 'rna expression']	['omics matrices', 'paired omics data']
MOFA2	output data	1	3	1	0	0.25	0.5	0.33	['feature loadings']	['imputed data', 'latent factors', 'outlier detection']	['factors and latent spaces']
MOFA2	input format	0	4	2	0	0.0	0.0	0.0	[]	['anndata', 'csv', 'hdf5', 'tsv']	['matrices', 'vectors (r)']
MOFA2	output format	1	3	2	0	0.25	0.33	0.28	['hdf5']	['csv', 'plots (html/pdf)', 'tsv']	['matrices', 'mofa object']
RWR	topic	4	2	2	0	0.67	0.67	0.67	['disease gene prediction', 'functional module detection', 'network propagation', 'prioritization analysis']	['omics integration', 'systems medicine']	['network analysis', 'network exploration']
RWR	operation	0	6	1	0	0.0	0.0	0.0	[]	['convergence calculation', 'custom restart parameter tuning', 'graph traversal', 'probability diffusion', 'seed-based prioritization', 'topological analysis']	['random walk with restart']
RWR	input data	6	3	0	0	0.67	1.0	0.8	['biological networks (e.g.ppi)', 'edge weights', 'network', 'restart probability', 'seed', 'seed nodes (e.g.disease genes)']	['biological networks (e.g. ppi)', 'disease genes)', 'seed nodes (e.g']	[]
RWR	output data	4	0	2	0	1.0	0.67	0.8	['convergence scores', 'propagation profiles', 'ranked node lists', 'subnetwork modules']	[]	['network and seed', 'node lists']
RWR	input format	3	0	1	0	1.0	0.75	0.86	['adjacency matrix (tsv/csv)', 'edge list', 'graphml']	[]	['seed (text file)']
RWR	output format	3	0	2	0	1.0	0.6	0.75	['network files (gml/sif)', 'ranked tsv/csv', 'visualization files']	[]	['edge lists (text file)', 'seed (text file)']
CarveMe	topic	4	1	2	0	0.8	0.67	0.73	['community modeling', 'genome-scale metabolic modeling', 'metabolic reconstruction', 'microbiology']	['bioinformatics']	['metabolic networks', 'systems biology']
CarveMe	operation	4	2	1	0	0.67	0.8	0.73	['automated model reconstruction', 'draft model generation', 'gap-filling', 'gap-filling of metabolic models']	['curation of reaction networks', 'integration of annotation data']	['reconstruction of metabolic networks']
CarveMe	input data	3	1	1	0	0.75	0.75	0.75	['genome annotations', 'protein sequences', 'taxonomic information']	['reaction databases']	['gene sequences']
CarveMe	output data	2	1	1	0	0.67	0.67	0.67	['genome-scale metabolic models (gems)', 'metabolic networks']	['reaction lists']	['metabolic model']
CarveMe	input format	1	2	1	0	0.33	0.5	0.4	['fasta']	['json', 'xml']	['sbml']
CarveMe	output format	2	0	2	0	1.0	0.5	0.67	['json', 'sbml']	[]	['matlab', 'yaml']
eggNOG-mapper	topic	4	1	1	0	0.8	0.8	0.8	['functional genomics', 'metagenomic annotation', 'orthology assignment', 'protein function prediction']	['phylogenetics']	['functional annotation of proteins']
eggNOG-mapper	operation	4	1	1	0	0.8	0.8	0.8	['domain prediction', 'hierarchical annotation', 'large-scale sequence analysis', 'orthology mapping']	['functional transfer']	['annotation of genes and proteins using multiple functional databases']
eggNOG-mapper	input data	3	0	1	0	1.0	0.75	0.86	['metagenomic contigs', 'nucleotide sequences', 'protein sequences']	[]	['gene sequences']
eggNOG-mapper	output data	3	1	1	0	0.75	0.75	0.75	['functional annotations', 'orthologous groups', 'taxonomic assignments']	['functional annotations (e.g.go terms)']	['table containing multiple annotations for each gene or protein']
eggNOG-mapper	input format	2	0	0	0	1.0	1.0	1.0	['fasta', 'gzip']	[]	[]
eggNOG-mapper	output format	2	1	0	0	0.67	1.0	0.8	['json', 'tsv']	['html']	[]
