tool_name	annotation_type	TP	FP	FN	TN	precision	recall	f1_score	deepseek_total	deepseek_retained_in_consensus	deepseek_not_retained	mixed_annotations_count	TP_annotations	FP_annotations	FN_annotations	deepseek_retained_annotations	deepseek_not_retained_annotations	mixed_annotations
Cytoscape	input data	2	5	2	0	0.29	0.5	0.37	5	0	5	2	['edge attribute', 'node attribute']	['annotated genomes', 'attribute data', 'network topology', 'node and edge tables', 'phenotypic traits']	['list of nodes and edges', 'network']	[]	['annotated genomes', 'attribute data', 'network topology', 'node and edge tables', 'phenotypic traits']	['edge attribute', 'node attribute']
Cytoscape	output data	1	4	3	0	0.2	0.25	0.22	4	0	4	1	['images']	['annotated graphs', 'interaction predictions', 'statistical results', 'visualized networks']	['analysis report', 'metrics', 'network']	[]	['annotated graphs', 'interaction predictions', 'statistical results', 'visualized networks']	['images']
Cytoscape	input format	6	0	3	0	1.0	0.67	0.8	6	6	0	0	['csv', 'gml', 'graphml', 'sif', 'tsv', 'xgmml']	[]	['biopax', 'sbml', 'xls']	['csv', 'gml', 'graphml', 'sif', 'tsv', 'xgmml']	[]	[]
Cytoscape	output format	4	1	3	0	0.8	0.57	0.67	5	4	1	0	['html', 'pdf', 'png', 'svg']	['cytoscape session files (cys)']	['cys', 'jpeg', 'sif']	['html', 'pdf', 'png', 'svg']	['cytoscape session files (cys)']	[]
CarveMe	topic	4	1	2	0	0.8	0.67	0.73	5	4	1	0	['community modeling', 'genome-scale metabolic modeling', 'metabolic reconstruction', 'microbiology']	['bioinformatics']	['metabolic networks', 'systems biology']	['community modeling', 'genome-scale metabolic modeling', 'metabolic reconstruction', 'microbiology']	['bioinformatics']	[]
CarveMe	operation	4	2	1	0	0.67	0.8	0.73	5	3	2	1	['automated model reconstruction', 'draft model generation', 'gap-filling', 'gap-filling of metabolic models']	['curation of reaction networks', 'integration of annotation data']	['reconstruction of metabolic networks']	['automated model reconstruction', 'draft model generation', 'gap-filling']	['curation of reaction networks', 'integration of annotation data']	['gap-filling of metabolic models']
CarveMe	input data	3	1	1	0	0.75	0.75	0.75	4	3	1	0	['genome annotations', 'protein sequences', 'taxonomic information']	['reaction databases']	['gene sequences']	['genome annotations', 'protein sequences', 'taxonomic information']	['reaction databases']	[]
CarveMe	output data	2	1	1	0	0.67	0.67	0.67	3	2	1	0	['genome-scale metabolic models', 'metabolic networks']	['reaction lists']	['metabolic model']	['genome-scale metabolic models', 'metabolic networks']	['reaction lists']	[]
CarveMe	input format	1	2	1	0	0.33	0.5	0.4	3	1	2	0	['fasta']	['json', 'xml']	['sbml']	['fasta']	['json', 'xml']	[]
CarveMe	output format	2	0	2	0	1.0	0.5	0.67	2	2	0	0	['json', 'sbml']	[]	['matlab', 'yaml']	['json', 'sbml']	[]	[]
RWR	topic	4	2	2	0	0.67	0.67	0.67	6	4	2	0	['disease gene prediction', 'functional module detection', 'network propagation', 'prioritization analysis']	['omics integration', 'systems medicine']	['network analysis', 'network exploration']	['disease gene prediction', 'functional module detection', 'network propagation', 'prioritization analysis']	['omics integration', 'systems medicine']	[]
RWR	operation	0	6	1	0	0.0	0.0	0.0	6	0	6	0	[]	['convergence calculation', 'custom restart parameter tuning', 'graph traversal', 'probability diffusion', 'seed-based prioritization', 'topological analysis']	['random walk with restart']	[]	['convergence calculation', 'custom restart parameter tuning', 'graph traversal', 'probability diffusion', 'seed-based prioritization', 'topological analysis']	[]
RWR	input data	6	0	0	0	1.0	1.0	1.0	4	4	0	2	['biological networks', 'edge weights', 'network', 'restart probability', 'seed', 'seed nodes']	[]	[]	['biological networks', 'edge weights', 'restart probability', 'seed nodes']	[]	['network', 'seed']
RWR	output data	4	0	2	0	1.0	0.67	0.8	4	4	0	0	['convergence scores', 'propagation profiles', 'ranked node lists', 'subnetwork modules']	[]	['network and seed', 'node lists']	['convergence scores', 'propagation profiles', 'ranked node lists', 'subnetwork modules']	[]	[]
RWR	input format	3	0	1	0	1.0	0.75	0.86	3	3	0	0	['adjacency matrix', 'edge list', 'graphml']	[]	['seed']	['adjacency matrix', 'edge list', 'graphml']	[]	[]
RWR	output format	5	0	2	0	1.0	0.71	0.83	5	5	0	0	['csv', 'gml', 'sif', 'tsv', 'visualization files']	[]	['edge lists', 'seed']	['csv', 'gml', 'sif', 'tsv', 'visualization files']	[]	[]
Fluxer	topic	3	2	2	0	0.6	0.6	0.6	5	3	2	0	['biochemistry education', 'metabolic flux analysis', 'pathway visualization']	['enzyme kinetics', 'reaction networks']	['metabolic modelling', 'systems biology']	['biochemistry education', 'metabolic flux analysis', 'pathway visualization']	['enzyme kinetics', 'reaction networks']	[]
Fluxer	operation	4	1	3	0	0.8	0.57	0.67	5	4	1	0	['customizable layout creation', 'flux diagram rendering', 'interactive visualization', 'pathway mapping']	['metabolic context overlay']	['flux balance analysis (fba)', 'metabolic model simulation', 'metabolic model visualisation']	['customizable layout creation', 'flux diagram rendering', 'interactive visualization', 'pathway mapping']	['metabolic context overlay']	[]
Fluxer	input data	0	3	1	0	0.0	0.0	0.0	3	0	3	0	[]	['flux values', 'metabolic pathways', 'reaction lists']	['metabolic model']	[]	['flux values', 'metabolic pathways', 'reaction lists']	[]
Fluxer	output data	3	0	3	0	1.0	0.5	0.67	3	3	0	0	['annotated flux maps', 'biochemical pathway diagrams', 'visualizations']	[]	['metabolic model', 'networks', 'pictures']	['annotated flux maps', 'biochemical pathway diagrams', 'visualizations']	[]	[]
Fluxer	input format	1	2	0	0	0.33	1.0	0.5	3	1	2	0	['sbml']	['csv', 'tsv']	[]	['sbml']	['csv', 'tsv']	[]
Fluxer	output format	3	0	2	0	1.0	0.6	0.75	3	3	0	0	['pdf', 'png', 'svg']	[]	['graphml', 'sbml']	['pdf', 'png', 'svg']	[]	[]
MULTIXRANK	topic	3	2	2	0	0.6	0.6	0.6	5	3	2	0	['multi-layer networks', 'network biology', 'node prioritization']	['pathway analysis', 'systems medicine']	['network analysis', 'network exploration']	['multi-layer networks', 'network biology', 'node prioritization']	['pathway analysis', 'systems medicine']	[]
MULTIXRANK	operation	3	2	1	0	0.6	0.75	0.67	5	3	2	0	['network propagation', 'prioritization algorithm', 'random walk with restart']	['cross-layer scoring', 'weighted aggregation']	['heterogeneous networks']	['network propagation', 'prioritization algorithm', 'random walk with restart']	['cross-layer scoring', 'weighted aggregation']	[]
MULTIXRANK	input data	3	1	2	0	0.75	0.6	0.67	4	3	1	0	['edge weights', 'multi-layer network graphs', 'seed nodes']	['node features']	['heterogeneous networks', 'network and seed']	['edge weights', 'multi-layer network graphs', 'seed nodes']	['node features']	[]
MULTIXRANK	output data	2	0	2	0	1.0	0.5	0.67	2	2	0	0	['ranked node lists', 'scores']	[]	['network ranking', 'network result']	['ranked node lists', 'scores']	[]	[]
MULTIXRANK	input format	5	0	2	0	1.0	0.71	0.83	5	5	0	0	['csv', 'gmt', 'json', 'sif', 'tsv']	[]	['txt', 'yaml']	['csv', 'gmt', 'json', 'sif', 'tsv']	[]	[]
MULTIXRANK	output format	2	0	1	0	1.0	0.67	0.8	2	2	0	0	['csv', 'tsv']	[]	['sif']	['csv', 'tsv']	[]	[]
String.db	topic	2	6	1	0	0.25	0.67	0.36	8	2	6	0	['functional enrichment', 'systems biology']	['comparative genomics', 'evolutionary inference', 'genomics', 'protein-protein interactions', 'proteomics', 'text mining']	['protein-protein interaction networks']	['functional enrichment', 'systems biology']	['comparative genomics', 'evolutionary inference', 'genomics', 'protein-protein interactions', 'proteomics', 'text mining']	[]
String.db	operation	3	5	5	0	0.38	0.38	0.38	8	3	5	0	['confidence scoring', 'data retrieval', 'network construction']	['cross-species propagation', 'functional enrichment analysis', 'genomic context prediction', 'orthology transfer', 'text mining']	['clustering', 'creation', 'enrichment analysis', 'exploration of interaction networks', 'visualization']	['confidence scoring', 'data retrieval', 'network construction']	['cross-species propagation', 'functional enrichment analysis', 'genomic context prediction', 'orthology transfer', 'text mining']	[]
String.db	input data	4	0	2	0	1.0	0.67	0.8	4	4	0	0	['gene name', 'organism-specific queries', 'protein identifiers', 'protein sequences']	[]	['protein name', 'sequences']	['gene name', 'organism-specific queries', 'protein identifiers', 'protein sequences']	[]	[]
String.db	output data	4	0	1	0	1.0	0.8	0.89	4	4	0	0	['confidence scores', 'enrichment results', 'functional annotations', 'interaction networks']	[]	['networks']	['confidence scores', 'enrichment results', 'functional annotations', 'interaction networks']	[]	[]
String.db	input format	4	0	0	0	1.0	1.0	1.0	4	4	0	0	['api queries', 'csv', 'fasta', 'txt']	[]	[]	['api queries', 'csv', 'fasta', 'txt']	[]	[]
String.db	output format	6	0	1	0	1.0	0.86	0.92	6	6	0	0	['cytoscape-compatible formats', 'json', 'png', 'svg', 'tsv', 'xml']	[]	['cys']	['cytoscape-compatible formats', 'json', 'png', 'svg', 'tsv', 'xml']	[]	[]
GSEA	topic	5	2	1	0	0.71	0.83	0.77	7	5	2	0	['enrichment analysis', 'functional genomics', 'molecular signatures', 'pathway analysis', 'systems biology']	['phenotype association', 'transcriptomics']	['functional annotation']	['enrichment analysis', 'functional genomics', 'molecular signatures', 'pathway analysis', 'systems biology']	['phenotype association', 'transcriptomics']	[]
GSEA	operation	6	1	2	0	0.86	0.75	0.8	7	6	1	0	['gene set scoring', 'multi-omics integration', 'rank-based enrichment', 'single-sample variant', 'statistical permutation', 'visualization']	['normalization']	['functional enrichment analysis', 'gene set enrichment analysis']	['gene set scoring', 'multi-omics integration', 'rank-based enrichment', 'single-sample variant', 'statistical permutation', 'visualization']	['normalization']	[]
GSEA	input data	2	1	1	0	0.67	0.67	0.67	3	2	1	0	['gene expression matrix', 'gene sets']	['phenotype labels']	['ranked list genes/proteins (with weights) and annotations data (cellular functions/biological processes)']	['gene expression matrix', 'gene sets']	['phenotype labels']	[]
GSEA	output data	4	0	3	0	1.0	0.57	0.73	4	4	0	0	['enrichment scores', 'false discovery rates (fdr)', 'normalized enrichment plots', 'ranked gene lists']	[]	['annotation p values', 'graph', 'pictures']	['enrichment scores', 'false discovery rates (fdr)', 'normalized enrichment plots', 'ranked gene lists']	[]	[]
GSEA	input format	4	0	2	0	1.0	0.67	0.8	4	4	0	0	['cls', 'gct', 'gmt', 'gmx']	[]	['gst', 'txt']	['cls', 'gct', 'gmt', 'gmx']	[]	[]
GSEA	output format	5	0	4	0	1.0	0.56	0.72	5	5	0	0	['excel files', 'html reports', 'pdf', 'tsv', 'txt']	[]	['csv', 'fi', 'png jpeg', 'svg']	['excel files', 'html reports', 'pdf', 'tsv', 'txt']	[]	[]
