tool_name	annotation_type	TP	FP	FN	TN	precision	recall	f1_score	deepseek_total	deepseek_retained_in_consensus	deepseek_not_retained	mixed_annotations_count	TP_annotations	FP_annotations	FN_annotations	deepseek_retained_annotations	deepseek_not_retained_annotations	mixed_annotations
Sniffles2	input data	1	1	1	0	0.5	0.5	0.5	2	1	1	0	['reference genome']	['aligned long reads']	['alignment file']	['reference genome']	['aligned long reads']	[]
Sniffles2	output data	1	3	0	0	0.25	1.0	0.4	3	0	3	1	['structural sequence variants']	['genotyped variants', 'mosaic variants', 'structural variants']	[]	[]	['genotyped variants', 'mosaic variants', 'structural variants']	['structural sequence variants']
Sniffles2	input format	2	0	1	0	1.0	0.67	0.8	2	2	0	0	['bam', 'fasta']	[]	['bed']	['bam', 'fasta']	[]	[]
Sniffles2	output format	1	0	1	0	1.0	0.5	0.67	1	1	0	0	['vcf']	[]	['snf']	['vcf']	[]	[]
STAR	topic	1	4	1	0	0.2	0.5	0.29	5	1	4	0	['sequence alignment']	['gene expression', 'rna-seq', 'splicing analysis', 'transcriptomics']	['rna sequencing']	['sequence alignment']	['gene expression', 'rna-seq', 'splicing analysis', 'transcriptomics']	[]
STAR	operation	1	3	1	0	0.25	0.5	0.33	4	1	3	0	['read mapping']	['genome indexing', 'sam/bam file generation', 'splice-aware alignment']	['alignment of rna sequencing to reference sequence (or genome)']	['read mapping']	['genome indexing', 'sam/bam file generation', 'splice-aware alignment']	[]
STAR	input data	3	0	0	0	1.0	1.0	1.0	3	3	0	0	['gene annotation', 'raw sequencing reads', 'reference genome']	[]	[]	['gene annotation', 'raw sequencing reads', 'reference genome']	[]	[]
STAR	output data	0	2	1	0	0.0	0.0	0.0	2	0	2	0	[]	['aligned reads', 'sorted alignments']	['alignment file']	[]	['aligned reads', 'sorted alignments']	[]
STAR	input format	3	0	0	0	1.0	1.0	1.0	3	3	0	0	['fasta', 'fastq', 'gtf']	[]	[]	['fasta', 'fastq', 'gtf']	[]	[]
STAR	output format	2	0	0	0	1.0	1.0	1.0	2	2	0	0	['bam', 'sam']	[]	[]	['bam', 'sam']	[]	[]
Canu	topic	1	3	1	0	0.25	0.5	0.33	4	1	3	0	['de novo assembly']	['genome assembly', 'genomics', 'long-read sequencing']	['long read data processing']	['de novo assembly']	['genome assembly', 'genomics', 'long-read sequencing']	[]
Canu	operation	3	2	0	0	0.6	1.0	0.75	5	3	2	0	['contig assembly', 'read correction', 'read trimming']	['repeat separation', 'tiling']	[]	['contig assembly', 'read correction', 'read trimming']	['repeat separation', 'tiling']	[]
Canu	input data	1	0	0	0	1.0	1.0	1.0	1	1	0	0	['raw long sequencing reads']	[]	[]	['raw long sequencing reads']	[]	[]
Canu	output data	3	1	0	0	0.75	1.0	0.86	3	2	1	1	['assembled contigs', 'assembled scaffolds', 'unassembled corrected reads']	['unassembled reads']	[]	['assembled contigs', 'assembled scaffolds']	['unassembled reads']	['unassembled corrected reads']
Canu	input format	2	1	0	0	0.67	1.0	0.8	3	2	1	0	['fasta', 'fastq']	['bgzip']	[]	['fasta', 'fastq']	['bgzip']	[]
Canu	output format	2	1	1	0	0.67	0.67	0.67	3	2	1	0	['fasta', 'gfa']	['tab']	['fastq']	['fasta', 'gfa']	['tab']	[]
ClusterProfiler	topic	0	6	3	0	0.0	0.0	0.0	6	0	6	0	[]	['enrichment analysis', 'functional genomics', 'gene ontology', 'omics data analysis?', 'pathway analysis', 'systems biology']	['clustering', 'enrichment analysis for omics data', 'visualization of enrichment data']	[]	['enrichment analysis', 'functional genomics', 'gene ontology', 'omics data analysis?', 'pathway analysis', 'systems biology']	[]
ClusterProfiler	operation	5	1	1	0	0.83	0.83	0.83	6	5	1	0	['biological theme comparison', 'data visualization', 'gene set enrichment analysis', 'id conversion', 'over-representation analysis']	['statistical testing']	['semantic similarity analysis']	['biological theme comparison', 'data visualization', 'gene set enrichment analysis', 'id conversion', 'over-representation analysis']	['statistical testing']	[]
ClusterProfiler	input data	3	2	0	0	0.6	1.0	0.75	3	1	2	2	['differential expression results', 'gene lists', 'ontology datasets']	['expression data', 'genome-wide datasets']	[]	['gene lists']	['expression data', 'genome-wide datasets']	['differential expression results', 'ontology datasets']
ClusterProfiler	output data	2	1	0	0	0.67	1.0	0.8	3	2	1	0	['enrichment results', 'visualizations']	['statistical scores']	[]	['enrichment results', 'visualizations']	['statistical scores']	[]
ClusterProfiler	input format	1	4	0	0	0.2	1.0	0.33	4	0	4	1	['dsv']	['csv', 'r data objects', 'tsv', 'txt']	[]	[]	['csv', 'r data objects', 'tsv', 'txt']	['dsv']
ClusterProfiler	output format	2	5	0	0	0.29	1.0	0.45	5	0	5	2	['dsv', 'image format']	['csv', 'graphics', 'html', 'r data objects', 'tsv']	[]	[]	['csv', 'graphics', 'html', 'r data objects', 'tsv']	['dsv', 'image format']
bwa	topic	2	3	0	0	0.4	1.0	0.57	5	2	3	0	['dna sequencing', 'sequence alignment']	['genomics', 'read mapping', 'variant discovery']	[]	['dna sequencing', 'sequence alignment']	['genomics', 'read mapping', 'variant discovery']	[]
bwa	operation	0	5	1	0	0.0	0.0	0.0	5	0	5	0	[]	['backtracking', 'bwa-mem algorithm', 'genome indexing', 'read alignment', 'sw algorithm']	['alignment of dna sequencing to reference sequence (or genome)']	[]	['backtracking', 'bwa-mem algorithm', 'genome indexing', 'read alignment', 'sw algorithm']	[]
bwa	input data	2	0	0	0	1.0	1.0	1.0	2	2	0	0	['reference genome', 'short sequencing reads']	[]	[]	['reference genome', 'short sequencing reads']	[]	[]
bwa	output data	0	1	1	0	0.0	0.0	0.0	1	0	1	0	[]	['aligned reads']	['alignment file']	[]	['aligned reads']	[]
bwa	input format	2	0	0	0	1.0	1.0	1.0	2	2	0	0	['fasta', 'fastq']	[]	[]	['fasta', 'fastq']	[]	[]
bwa	output format	1	2	0	0	0.33	1.0	0.5	3	1	2	0	['sam']	['bam', 'cram']	[]	['sam']	['bam', 'cram']	[]
Minimap2	topic	0	5	2	0	0.0	0.0	0.0	5	0	5	0	[]	['genomics', 'long-read sequencing', 'sequence alignment', 'structural variation', 'transcriptomics']	['dna sequence aligner to reference sequences', 'rna sequence aligner to reference sequences']	[]	['genomics', 'long-read sequencing', 'sequence alignment', 'structural variation', 'transcriptomics']	[]
Minimap2	operation	0	5	1	0	0.0	0.0	0.0	5	0	5	0	[]	['alignment scoring', 'genome indexing', 'read mapping', 'sequence overlap detection', 'splice-aware alignment']	['alignment of long reads to reference sequence (or genome)']	[]	['alignment scoring', 'genome indexing', 'read mapping', 'sequence overlap detection', 'splice-aware alignment']	[]
Minimap2	input data	1	1	2	0	0.5	0.33	0.4	2	1	1	0	['reference genome']	['query sequences']	['raw reads', 'reference reads']	['reference genome']	['query sequences']	[]
Minimap2	output data	0	2	1	0	0.0	0.0	0.0	2	0	2	0	[]	['aligned sequences', 'read overlaps']	['sequence alignment formats']	[]	['aligned sequences', 'read overlaps']	[]
Minimap2	input format	2	0	1	0	1.0	0.67	0.8	2	2	0	0	['fasta', 'fastq']	[]	['mmi']	['fasta', 'fastq']	[]	[]
Minimap2	output format	2	0	0	0	1.0	1.0	1.0	2	2	0	0	['paf', 'sam']	[]	[]	['paf', 'sam']	[]	[]
deseq2	topic	1	4	3	0	0.2	0.25	0.22	5	1	4	0	['rna-seq']	['differential expression', 'gene expression analysis', 'statistics', 'transcriptomics']	['condition comparisons', 'differential gene expression', 'rna sequencing']	['rna-seq']	['differential expression', 'gene expression analysis', 'statistics', 'transcriptomics']	[]
deseq2	operation	0	6	2	0	0.0	0.0	0.0	6	0	6	0	[]	['count normalization', 'dispersion estimation', 'fold change calculation', 'hypothesis testing', 'shrinkage estimation', 'statistical analysis']	['normalization of expression matrix', 'statistical differential gene expression detection']	[]	['count normalization', 'dispersion estimation', 'fold change calculation', 'hypothesis testing', 'shrinkage estimation', 'statistical analysis']	[]
deseq2	input data	1	1	1	0	0.5	0.5	0.5	2	1	1	0	['experimental design metadata']	['gene count matrix']	['expression matrix']	['experimental design metadata']	['gene count matrix']	[]
deseq2	output data	2	2	0	0	0.5	1.0	0.67	3	1	2	1	['differential expression results', 'normalize expression matrix']	['normalized counts', 'statistical test results']	[]	['differential expression results']	['normalized counts', 'statistical test results']	['normalize expression matrix']
deseq2	input format	1	4	0	0	0.2	1.0	0.33	4	0	4	1	['dsv']	['csv', 'r data objects', 'tsv', 'txt']	[]	[]	['csv', 'r data objects', 'tsv', 'txt']	['dsv']
deseq2	output format	1	5	0	0	0.17	1.0	0.29	5	0	5	1	['dsv']	['csv', 'graphics', 'r data objects', 'tsv', 'txt']	[]	[]	['csv', 'graphics', 'r data objects', 'tsv', 'txt']	['dsv']
Samtools_index	topic	0	4	2	0	0.0	0.0	0.0	4	0	4	0	[]	['alignment indexing', 'data management', 'genome analysis', 'sequence analysis']	['dna sequencing', 'sequence alignment']	[]	['alignment indexing', 'data management', 'genome analysis', 'sequence analysis']	[]
Samtools_index	operation	0	4	1	0	0.0	0.0	0.0	4	0	4	0	[]	['coordinate sorting', 'file compression handling', 'index creation', 'random access enabling']	['indexing alignment file']	[]	['coordinate sorting', 'file compression handling', 'index creation', 'random access enabling']	[]
Samtools_index	input data	0	2	1	0	0.0	0.0	0.0	2	0	2	0	[]	['read alignments', 'sequence alignments']	['alignment file']	[]	['read alignments', 'sequence alignments']	[]
Samtools_index	output data	0	1	1	0	0.0	0.0	0.0	1	0	1	0	[]	['alignment index']	['index alignment file']	[]	['alignment index']	[]
Samtools_index	input format	3	0	0	0	1.0	1.0	1.0	3	3	0	0	['bam', 'cram', 'sam']	[]	[]	['bam', 'cram', 'sam']	[]	[]
Samtools_index	output format	3	0	0	0	1.0	1.0	1.0	3	3	0	0	['bai', 'crai', 'csi']	[]	[]	['bai', 'crai', 'csi']	[]	[]
