tool_name	annotation_type	TP	FP	FN	TN	precision	recall	f1_score	TP_annotations	FP_annotations	FN_annotations	deepseek_total	deepseek_retained_in_consensus	deepseek_not_retained	mixed_annotations_count	deepseek_retained_annotations	deepseek_not_retained_annotations	mixed_annotations
FSL	input format	1	0	1	0	1.0	0.5	0.67	['nifti']	[]	['nifti.gz']	1	1	0	0	['nifti']	[]	[]
FSL	output format	1	0	2	0	1.0	0.33	0.5	['nifti']	[]	['html', 'nifti.gz']	1	1	0	0	['nifti']	[]	[]
AFNI	topic	0	4	4	0	0.0	0.0	0.0	[]	['brain mapping', 'fmri data analysis', 'functional neuroimaging', 'neuroimaging visualization.']	['anatomical mri processing', 'brain imaging', 'fmri analysis', 'neuroimaging']	4	0	4	0	[]	['brain mapping', 'fmri data analysis', 'functional neuroimaging', 'neuroimaging visualization.']	[]
AFNI	operation	1	5	4	0	0.17	0.2	0.18	['voxel-wise regression analysis']	['3d visualization', 'group-level analysis', 'image preprocessing', 'statistical thresholding', 'surface-based analysis']	['group statistical analysis', 'preprocessing', 'subject statistical analysis', 'visualization']	6	1	5	0	['voxel-wise regression analysis']	['3d visualization', 'group-level analysis', 'image preprocessing', 'statistical thresholding', 'surface-based analysis']	[]
AFNI	input data	0	2	2	0	0.0	0.0	0.0	[]	['anatomical references.', 'functional mri timeseries']	['anatomical mri', 'fmri']	2	0	2	0	[]	['anatomical references.', 'functional mri timeseries']	[]
AFNI	output data	0	2	1	0	0.0	0.0	0.0	[]	['region of interest masks', 'statistical result volumes']	['parametric modulation maps']	2	0	2	0	[]	['region of interest masks', 'statistical result volumes']	[]
AFNI	input format	2	0	0	0	1.0	1.0	1.0	['brik/head', 'nifti']	[]	[]	2	2	0	0	['brik/head', 'nifti']	[]	[]
AFNI	output format	2	0	0	0	1.0	1.0	1.0	['brik/head', 'nifti']	[]	[]	2	2	0	0	['brik/head', 'nifti']	[]	[]
FMRIprep	topic	1	4	3	0	0.2	0.25	0.22	['bids apps']	['bids applications', 'data standardization', 'functional mri preprocessing', 'reproducible analysis']	['brain imaging', 'fmri preprocessing', 'neuroimaging']	4	0	4	1	[]	['bids applications', 'data standardization', 'functional mri preprocessing', 'reproducible analysis']	['bids apps']
FMRIprep	operation	0	5	2	0	0.0	0.0	0.0	[]	['anatomical data preprocessing', 'brain extraction', 'confound estimation', 'functional data preprocessing', 'spatial normalization']	['preprocessing', 'visualization']	5	0	5	0	[]	['anatomical data preprocessing', 'brain extraction', 'confound estimation', 'functional data preprocessing', 'spatial normalization']	[]
FMRIprep	input data	0	2	1	0	0.0	0.0	0.0	[]	['raw anatomical mri', 'raw functional mri timeseries']	['fmri']	2	0	2	0	[]	['raw anatomical mri', 'raw functional mri timeseries']	[]
FMRIprep	output data	1	3	1	0	0.25	0.5	0.33	['reports']	['normalized anatomical data', 'preprocessed functional data', 'quality control reports']	['preprocessed fmri']	3	0	3	1	[]	['normalized anatomical data', 'preprocessed functional data', 'quality control reports']	['reports']
FMRIprep	input format	0	1	2	0	0.0	0.0	0.0	[]	['bids-structured datasets']	['bids', 'nifti']	1	0	1	0	[]	['bids-structured datasets']	[]
FMRIprep	output format	3	0	0	0	1.0	1.0	1.0	['html', 'nifti', 'tsv']	[]	[]	3	3	0	0	['html', 'nifti', 'tsv']	[]	[]
